SESSION NAME:	MKR S15 TX01.r
SAMPLE RATE:	48000.000000
BIT DEPTH:	24-bit
SESSION START TIMECODE:	00:58:00:00
TIMECODE FORMAT:	25 Frame
# OF AUDIO TRACKS:	90
# OF AUDIO CLIPS:	22766
# OF AUDIO FILES:	8169


T R A C K  L I S T I N G
TRACK NAME:	MUSIC 1 (Stereo)
COMMENTS:	
USER DELAY:	0 Samples
STATE: 
CHANNEL 	EVENT   	CLIP NAME                     	START TIME    	END TIME      	DURATION      	STATE
2       	126     	02 - Giving Nothing Away - D Phillipson - ALSO009.wav.new.03_01-03.A2	   01:44:25:14	   01:44:30:12	   00:00:04:23	Unmuted
2       	127     	MKR11_DRAMA_801_MS_FULL.wav.new.03_01-04.A2	   01:44:48:05	   01:44:56:22	   00:00:08:17	Unmuted
2       	128     	MKR11_DRAMA_801_MS_FULL.wav.new.03_01-05.A2	   01:44:56:22	   01:45:24:06	   00:00:27:09	Unmuted
2       	129     	MKRS12_TENSION_UNRAVELLING_v2_215_DH_FULL.wav.wav.new.02_01-04.A2	   01:45:39:00	   01:45:49:14	   00:00:10:14	Unmuted
2       	130     	MKRS12_POS COOKING_PERFECT TIMING_604_CT_FULL.wav.wav.new.02-02.A2	   01:46:10:07	   01:46:18:08	   00:00:08:01	Unmuted
2       	131     	DED0188_01 TENSION AND TASKING STRINGS (A).WAV.new.01_01-05.A2	   01:46:30:23	   01:47:34:06	   00:01:03:08	Unmuted
2       	132     	MKRS12_TENSION_SOMETHINGS WRONG_214_DH_FULL.wav.wav.new.01_01-16.A2	   01:47:36:10	   01:47:56:22	   00:00:20:12	Unmuted
2       	133     	22 - Quid Pro Quo - B Hayden, J Murray - MX456.wav.new.01_02-03.A2	   01:49:09:03	   01:49:39:04	   00:00:30:01	Unmuted
2       	134     	32 - A Tense Situation (Underscore) - P Ruske - DBX003.wav.Copy.01.new.01_01-03.A2	   01:49:39:09	   01:49:50:07	   00:00:10:23	Unmuted
2       	135     	TRL0184_09_2 ONE EYE OPEN_INSTRUMENTAL.WAV.new.02_01-07.A2	   01:50:01:24	   01:50:23:07	   00:00:21:08	Unmuted
2       	136     	TRL0184_09_2 ONE EYE OPEN_INSTRUMENTAL.WAV.new.02_01-10.A2	   01:50:24:12	   01:50:43:11	   00:00:18:24	Unmuted
2       	137     	MKRS12_COOK_SASSYCHEFS_703v2_AS_FULL.wav.wav.new.02_01-07.A2	   01:50:55:13	   01:51:12:08	   00:00:16:20	Unmuted
2       	138     	UPM_FRX38_7_Outrunning_the_Odds_Instrumental_Yates_1427287.wav.new.01_01-08.A2	   01:52:10:12	   01:52:11:10	   00:00:00:23	Unmuted
2       	139     	UPM_FRX38_7_Outrunning_the_Odds_Instrumental_Yates_1427287.wav.new.01_01-09.A2	   01:52:11:10	   01:52:33:06	   00:00:21:21	Unmuted
2       	140     	WESTONE_017_TICKING_TENSION_(A)_TOM_HOWE_(PRS)_WOMG043_West_One_Music_Limited.wav.new.01_01-13.A2	   01:52:55:01	   01:52:55:11	   00:00:00:10	Unmuted
2       	141     	WESTONE_017_TICKING_TENSION_(A)_TOM_HOWE_(PRS)_WOMG043_West_One_Music_Limited.wav.new.01_01-15.A2	   01:52:55:11	   01:53:10:00	   00:00:14:14	Unmuted
2       	142     	10 - Conserve - R Chorzelski - RSM440.wav.new.03_01-05.A2	   01:53:10:11	   01:53:18:18	   00:00:08:07	Unmuted
2       	143     	01 - Building Tension - P Ruske - DBX003.wav.Copy.01.new.01_01-03.A2	   01:54:01:18	   01:54:32:15	   00:00:30:22	Unmuted
2       	144     	21 - Dominion - M Noguer - BXMT023.wav.new.01_01-05.A2	   01:54:34:02	   01:54:37:17	   00:00:03:15	Unmuted
2       	145     	21 - Dominion - M Noguer - BXMT023.wav.new.01_01-04.A2	   01:54:37:17	   01:54:47:19	   00:00:10:02	Unmuted
2       	146     	21 - Dominion - M Noguer - BXMT023.wav.new.02_01-04.A2	   01:55:05:06	   01:55:09:10	   00:00:04:04	Unmuted
2       	147     	TRL0195_04 MISSION DAY.WAV.new.01-04.A2	   01:55:11:10	   01:55:25:24	   00:00:14:14	Unmuted
2       	148     	05 - Game Show Showdown - A Deeping - CRB105.wav.new.01-03.A2	   01:55:52:21	   01:55:58:03	   00:00:05:07	Unmuted
2       	149     	WESTONE_009_FEEL_THE_TENSION_(A)_ZAC_JORDAN_(PRS)_TSH259_The_Scoring_House.wav.new.01_01-03.A2	   01:56:03:22	   01:56:29:00	   00:00:25:03	Unmuted
2       	150     	11 - Don't Get Caught - M Pes - ALSO058.wav.new.02-02.A2	   01:56:51:08	   01:56:55:12	   00:00:04:04	Unmuted
2       	151     	MKRS12_NEUTRAL_SIMPLY_SUBTLE_010_AA_FULL.wav.wav.new.01_01-03.A2	   01:56:56:11	   01:57:39:13	   00:00:43:02	Unmuted
2       	152     	10 - On The Brink - R Chorzelski - RSM533.mp3.new.01-03.A2	   01:57:44:19	   01:58:09:08	   00:00:24:14	Unmuted
2       	153     	WESTONE_001_STITCH_IN_TIME_(A)_MATT_NORMAN_(PRS)_WOM659_West_One_Music_Limited.wav.new.04_01-03.A2	   01:58:33:20	   01:58:39:23	   00:00:06:03	Unmuted
2       	154     	06 - Uneasy Affairs - G Young, C White - CRB060.wav.new.02_01-03.A2	   01:59:22:10	   01:59:33:06	   00:00:10:21	Unmuted
2       	155     	MKRS12_POSITIVE RESULT_WELL DONE_v2_305_BR_FULL.wav.wav.new.01_01-06.A2	   01:59:47:06	   02:00:52:23	   00:01:05:17	Unmuted
2       	156     	UPM_WAX23_135_Rising_Through_Stars_Instrumental_Barry_Laurel_Street_Gagel_1602830.wav.new.02_01-03.A2	   02:01:08:20	   02:01:22:08	   00:00:13:13	Unmuted
2       	157     	MKRS12_NEUTRAL TO POSITIVE_ON POINT_1111_RC_FX.wav.wav.new.01_01-04	   02:01:54:21	   02:01:59:04	   00:00:04:08	Unmuted
2       	158     	XRC111_05 THE FULL STOP.WAV.new.01_01-08.A2	   02:02:01:22	   02:02:45:20	   00:00:43:23	Unmuted
2       	159     	MKRS12_COOK_SPICE GRINDER_1106v2_RC_FULL.wav.wav.new.01_01-17.A2	   02:02:56:08	   02:03:35:06	   00:00:38:23	Unmuted
2       	160     	MKRS12_LIGHTTENSION_TASTETEST_507_TR_FULL.wav.wav.new.01_01-04.A2	   02:03:58:06	   02:04:19:11	   00:00:21:05	Unmuted
2       	161     	06 - Cautiously Optimistic - T Hempton - ALSO047.wav.new.01_01-07.A2	   02:04:48:02	   02:05:04:10	   00:00:16:08	Unmuted
2       	162     	MKRS12_POSITIVE_GOOD TIMES COMING_903_RL_FULLMIX.wav.wav.new.01_01-03.A2	   02:05:09:23	   02:05:27:22	   00:00:17:24	Unmuted
2       	163     	03 - Only This And Only Now (Instrumental) - S Burger, W Hunt - THH111.wav.Copy.01.new.02_01-03.A2	   02:06:09:19	   02:06:18:15	   00:00:08:21	Unmuted
2       	164     	07 - Excited Nervousness - S Patterson - ALL125.wav.new.02-02.A2	   02:06:24:23	   02:06:28:11	   00:00:03:13	Unmuted
2       	165     	MKRS12_COOKING_COME_TO_MY_KITCHEN_v2_307_BR_FULL.wav.wav.new.03_01-07.A2	   02:06:58:09	   02:07:01:22	   00:00:03:13	Unmuted
2       	166     	MKRS12_COOKING_COME_TO_MY_KITCHEN_v2_307_BR_FULL.wav.wav.new.03_01-05.A2	   02:07:01:22	   02:07:15:19	   00:00:13:22	Unmuted
2       	167     	MKRS12_POSITIVE_REFLECT_JOY_005_v4_AA_FULL.wav.wav.new.02_01-03.A2	   02:07:34:15	   02:07:39:19	   00:00:05:04	Unmuted
2       	168     	02 - Answer The Question - K Macken - ALSO042.wav.new.01_01-03.A2	   02:07:41:04	   02:08:10:24	   00:00:29:20	Unmuted
2       	169     	WESTONE_017_TICKING_TENSION_(A)_TOM_HOWE_(PRS)_WOMG043_West_One_Music_Limited.wav.new.01_01-14.A2	   02:08:49:03	   02:09:02:18	   00:00:13:15	Unmuted
2       	170     	WESTONE_017_TICKING_TENSION_(A)_TOM_HOWE_(PRS)_WOMG043_West_One_Music_Limited.wav.new.01_01-19.A2	   02:09:02:18	   02:09:05:19	   00:00:03:01	Unmuted
2       	171     	09 - On A Knife Edge - R Keyworth - RSM440.wav.new.01_01-06.A2	   02:09:07:19	   02:09:47:00	   00:00:39:06	Unmuted
2       	172     	09 - Glimmers Of Light - B Howells - NLM169.wav.new.02_01-03.A2	   02:11:04:02	   02:11:23:24	   00:00:19:22	Unmuted
2       	173     	23 - Judgement Is Coming - A Degooi, J Bailey - DBX002.wav.new.01_01-03.A2	   02:11:23:24	   02:11:38:02	   00:00:14:03	Unmuted
2       	174     	XRC073_07 EXPLICATE MILE.WAV.new.01-03.A2	   02:12:18:24	   02:13:03:09	   00:00:44:10	Unmuted
2       	175     	01 - Blow By Blow - B Sailer, M Wells - DBX001.wav.new.01_01-04.A2	   02:13:40:14	   02:14:06:13	   00:00:25:24	Unmuted
2       	176     	07 - Holding Out Hope - P Faddoul - ALSO054.wav.new.02_01-04.A2	   02:14:14:04	   02:14:18:24	   00:00:04:20	Unmuted
2       	177     	MKRS12_NEG TO POS_TASTEBUDS CHANGE_302_BR_FULL.wav.wav.new.01_01-04.A2	   02:14:29:17	   02:14:43:16	   00:00:13:24	Unmuted
2       	178     	01 - Building Tension - P Ruske - DBX003.wav.new.02_01-03.A2	   02:15:13:18	   02:15:28:07	   00:00:14:14	Unmuted
2       	179     	17 - Black Hat - J Ioanna - BBX292.wav.new.01_01-05.A2	   02:15:37:19	   02:15:46:08	   00:00:08:14	Unmuted
2       	180     	MKRS12_NEUTRAL TO POS_THANKYOU_316_BR_FULL.wav.wav.new.01_01-11.A2	   02:16:02:24	   02:16:07:22	   00:00:04:22	Unmuted
2       	181     	MKRS12_NEUTRAL TO POS_THANKYOU_316_BR_OnlyPNO.wav.wav.new.02_01-03.A2	   02:16:07:22	   02:16:22:09	   00:00:14:12	Unmuted
2       	182     	06 - Escape Room Challenge - T Hewson - CRB105.wav.new.01_01-03.A2	   02:16:38:04	   02:16:58:04	   00:00:20:00	Unmuted
2       	183     	MKRS12_POSITIVE RESULT_WELL DONE_v2_305_BR_FULL.wav.wav.new.01_01-07.A2	   02:17:18:10	   02:17:27:23	   00:00:09:13	Unmuted
2       	184     	MKRS12_POSITIVE RESULT_WELL DONE_v2_305_BR_FULL.wav.wav.new.01_01-05.A2	   02:17:42:06	   02:18:13:07	   00:00:31:00	Unmuted
2       	185     	WESTONE_059_GOT_ME_FEELIN'_(B)_ISAAC_ASHBY_(PRS)_WOM661_West_One_Music_Limited.wav.new.01_01-04.A2	   02:18:29:23	   02:18:30:18	   00:00:00:20	Unmuted
2       	186     	WESTONE_059_GOT_ME_FEELIN'_(B)_ISAAC_ASHBY_(PRS)_WOM661_West_One_Music_Limited.wav.new.01_01-05.A2	   02:18:30:18	   02:18:51:23	   00:00:21:05	Unmuted
2       	187     	WESTONE_007_ALL_AROUND_US_(A)_JACK_MONROE_(PRS)_WOM619_West_One_Music_Limited.wav.new.01_01-09.A2	   02:19:03:01	   02:19:14:08	   00:00:11:07	Unmuted
2       	188     	WESTONE_007_ALL_AROUND_US_(A)_JACK_MONROE_(PRS)_WOM619_West_One_Music_Limited.wav.new.01_01-08.A2	   02:19:14:08	   02:19:18:21	   00:00:04:13	Unmuted
2       	189     	UPM_HYPR50_42_Into_The_Unknown_Instrumental_Davis_Odnoralov_1937199.wav.new.01_01-03.A2	   02:19:24:21	   02:19:49:11	   00:00:24:15	Unmuted


TRACK NAME:	MUSIC 2 (Stereo)
COMMENTS:	
USER DELAY:	0 Samples
STATE: 
CHANNEL 	EVENT   	CLIP NAME                     	START TIME    	END TIME      	DURATION      	STATE
1       	1       	JVKE - Golden Hour (Instrumental - BVs).mp3.new.01_01-09.A1	   01:00:19:02	   01:00:40:09	   00:00:21:07	Unmuted
1       	2       	JVKE - Golden Hour (Instrumental - BVs).mp3.new.01_01-13.A1	   01:00:49:13	   01:00:52:20	   00:00:03:07	Unmuted
1       	3       	UPM_WAX38_79_Show_You_What_I_Got_Instrumental_Brown_Gasparian_Olmos_1972671 (1).wav.new.01_01-05.A2	   01:00:54:18	   01:01:01:04	   00:00:06:11	Unmuted
1       	4       	UPM_WAX38_6_Show_You_What_I_Got_Vocal_Lead_Brown_Gasparian_Olmos_1972666.wav.new.01_01-03.A2	   01:01:07:21	   01:01:12:10	   00:00:04:14	Unmuted
1       	5       	WESTONE_077_LET'S_GET_TO_WORK_(B)_RYAN_T._SHORT_(BMI)_WOM565_West_One_Music_Limited.wav.new.01_01-03.A1	   01:01:16:10	   01:01:23:19	   00:00:07:09	Unmuted
1       	6       	UPM_EVO295_5_Reload_Backing_Vocals_Only_Collisson_Westlake_1085736.wav.new.01_01-09.A1	   01:01:25:04	   01:01:31:15	   00:00:06:11	Unmuted
1       	7       	UPM_SVN87_4_Requiem_Dies_Irae_Remixed_Vocal_Lead_Burrows_Hill_Mallender_Verdi_2059436.wav.new.01_01-05.A2	   01:01:34:11	   01:01:36:19	   00:00:02:08	Unmuted
1       	8       	CASEY BARNES - Summer Nights (INSTRUMENTAL).wav.new.01_01-04.A1	   01:01:54:22	   01:02:11:12	   00:00:16:15	Unmuted
1       	9       	UPM_EVO295_5_Reload_Backing_Vocals_Only_Collisson_Westlake_1085736.wav.new.01_01-12.A1	   01:02:20:00	   01:02:20:11	   00:00:00:11	Unmuted
1       	10      	UPM_EVO295_5_Reload_Backing_Vocals_Only_Collisson_Westlake_1085736.wav.new.01_01-11.A1	   01:02:32:17	   01:02:35:05	   00:00:02:13	Unmuted
1       	11      	10 - Ace - J Hammer - EOS015.wav.new.01_01-04.A1	   01:02:44:12	   01:02:44:19	   00:00:00:07	Unmuted
1       	12      	10 - Ace - J Hammer - EOS015.wav.new.01_01-05.A1	   01:02:44:19	   01:03:01:22	   00:00:17:03	Unmuted
1       	13      	Sheppard - Geronimo.wav.new.01_01-04.A1	   01:03:03:14	   01:03:44:03	   00:00:40:14	Unmuted
1       	14      	Sheppard - Geronimo (Instrumental).wav.new.02_01-04.A1	   01:03:44:03	   01:03:54:06	   00:00:10:03	Unmuted
1       	15      	11 - Can I Have Your Attention (Underscore) - D Birnie, C Harris, T Lewallen - ALL203.wav.new.02_01-03.A1	   01:04:17:23	   01:04:18:05	   00:00:00:07	Unmuted
1       	16      	11 - Can I Have Your Attention (Underscore) - D Birnie, C Harris, T Lewallen - ALL203.wav.new.01_01-05.A1	   01:04:18:05	   01:04:25:19	   00:00:07:14	Unmuted
1       	17      	11 - Can I Have Your Attention (Underscore) - D Birnie, C Harris, T Lewallen - ALL203.wav.new.01_01-07.A1	   01:04:25:19	   01:04:26:17	   00:00:00:23	Unmuted
1       	18      	11 - Can I Have Your Attention (Underscore) - D Birnie, C Harris, T Lewallen - ALL203.wav.new.03_01-03.A1	   01:04:26:17	   01:04:29:12	   00:00:02:20	Unmuted
1       	19      	136 - France - Le Beaumarchais (Sting02) - J N Kensington - LVM014.wav.new.01_01-02.A1	   01:04:30:02	   01:04:34:00	   00:00:03:23	Unmuted
1       	20      	XCD448_04 TAKIN HOLD.WAV.new.01_01-04.A1	   01:05:04:15	   01:05:07:12	   00:00:02:22	Unmuted
1       	21      	XCD448_04_2 TAKIN HOLD_INSTRUMENTAL.WAV.new.03_01-04.A1	   01:05:07:12	   01:05:19:05	   00:00:11:18	Unmuted
1       	22      	XCD448_04_2 TAKIN HOLD_INSTRUMENTAL.WAV.new.04_01-03.A1	   01:05:23:02	   01:05:25:06	   00:00:02:04	Unmuted
1       	23      	MKR11_MARVELSTYLE_RISER_MS.wav.new.01_01-03.A1	   01:05:38:02	   01:05:39:19	   00:00:01:17	Unmuted
1       	24      	31 - Counting Down - J Vincent - HML277.wav.new.02_01-03.A1	   01:06:10:04	   01:06:17:13	   00:00:07:09	Unmuted
1       	25      	31 - Counting Down - J Vincent - HML277.wav.new.03_01-03.A1	   01:06:17:13	   01:06:18:17	   00:00:01:04	Unmuted
1       	26      	XCD428_01 GET IT KICKIN.WAV.new.02_01-03.A1	   01:06:19:01	   01:06:26:16	   00:00:07:15	Unmuted
1       	27      	XCD428_01 GET IT KICKIN.WAV.new.01_01-04.A1	   01:06:26:16	   01:06:28:03	   00:00:01:12	Unmuted
1       	28      	XCD428_01 GET IT KICKIN.WAV.new.01_01-05.A1	   01:06:28:03	   01:06:41:17	   00:00:13:14	Unmuted
1       	29      	XCD428_01_2 GET IT KICKIN_INSTRUMENTAL.WAV.new.02_01-03.A1	   01:06:41:17	   01:06:44:13	   00:00:02:21	Unmuted
1       	30      	BAKER BOY Move.wav.new.01_01-03.A1	   01:07:02:18	   01:07:25:21	   00:00:23:03	Unmuted
1       	31      	TRL0107_05 CALYPSO (A).wav.new.02_01-03.A1	   01:07:34:13	   01:07:34:24	   00:00:00:11	Unmuted
1       	32      	01 - Lemme Show Ya - J Vincent - HML257.wav.new.02_01-03.A1	   01:07:47:05	   01:08:14:13	   00:00:27:08	Unmuted
1       	33      	01 - Tour De Funk - S Ruchelman, S Grace - 1VU019.wav.new.03_01-03.A1	   01:08:31:22	   01:08:39:17	   00:00:07:20	Unmuted
1       	34      	32 - A New Chapter - C Swift, L Davies - BKM013.wav.new.02_01-04.A1	   01:08:43:03	   01:09:05:12	   00:00:22:09	Unmuted
1       	35      	MKR11_POS COOKING_TEAM WORK_617_CT_FULL.wav.new.03-02.A1	   01:09:07:09	   01:09:23:17	   00:00:16:08	Unmuted
1       	36      	MKR11_COOK_A_BREEZE_811_MS_FULL.wav.new.04-02.A1	   01:10:07:23	   01:10:12:19	   00:00:04:21	Unmuted
1       	37      	Niall Horan - Nice to Meet Ya.wav.new.03_01-10.A1	   01:10:27:09	   01:11:26:21	   00:00:59:12	Unmuted
1       	38      	Adam Lambert, Make Me Feel (Mighty Real).wav.Copy.01.new.01_01-06.A1	   01:11:28:15	   01:11:54:01	   00:00:25:11	Unmuted
1       	39      	Adam Lambert, Make Me Feel (Mighty Real).wav.Copy.01.new.01_01-05.A1	   01:11:54:01	   01:11:57:15	   00:00:03:14	Unmuted
1       	40      	32 - Jump Start - T Clarke, A Shaw - BBX296.wav.new.01_01-05.A1	   01:12:01:08	   01:12:43:04	   00:00:41:21	Unmuted
1       	41      	02 - Ascending Waves - T Hewson - CRB081.wav.new.01-04.A1	   01:13:33:17	   01:13:58:16	   00:00:24:24	Unmuted
1       	42      	02 - Ascending Waves - T Hewson - CRB081.wav.new.02-02.A1	   01:14:21:20	   01:14:26:21	   00:00:05:01	Unmuted
1       	43      	64 - Clear Waters - J Hood - HML312.wav.new.02_01-03.A1	   01:14:49:08	   01:15:00:03	   00:00:10:20	Unmuted
1       	44      	64 - Clear Waters - J Hood - HML312.wav.new.03_01-05.A1	   01:15:02:22	   01:15:03:23	   00:00:01:01	Unmuted
1       	45      	Freya Ridings - 01 - Castles [200039433].wav.new.01_01-04.A1	   01:15:03:23	   01:15:12:05	   00:00:08:07	Unmuted
1       	46      	Freya Ridings - 01 - Castles [200039433].wav.new.02_01-05.A1	   01:15:12:05	   01:15:20:14	   00:00:08:09	Unmuted
1       	47      	09 - Easy Experiments - T Hewson - CRB093.wav.new.01_01-03.A1	   01:15:41:09	   01:15:56:16	   00:00:15:07	Unmuted
1       	48      	10 - Changing Route - M Kouppa - MSU009.wav.new.02_01-03.A1	   01:16:07:13	   01:16:10:01	   00:00:02:13	Unmuted
1       	49      	Katy Perry - Teenage Dream.wav.new.02_01-03.A1	   01:16:28:09	   01:16:42:09	   00:00:14:00	Unmuted
1       	50      	01 - Feel Good - M Lena, F Prest - BAM-AS033.wav.new.02_01-03.A1	   01:16:43:17	   01:16:49:23	   00:00:06:06	Unmuted
1       	51      	03 - Feel Good (Underscore) - M Lena, F Prest - BAM-AS033.wav.new.01_01-03.A1	   01:16:49:23	   01:16:58:10	   00:00:08:12	Unmuted
1       	52      	02 - Feel Good (Instrumental) - M Lena, F Prest - BAM-AS033.wav.new.01_01-04.A1	   01:16:58:10	   01:17:08:03	   00:00:09:18	Unmuted
1       	53      	02 - Feel Good (Instrumental) - M Lena, F Prest - BAM-AS033.wav.new.01_01-05.A1	   01:17:08:03	   01:17:08:07	   00:00:00:04	Unmuted
1       	54      	03 - Feel Good (Underscore) - M Lena, F Prest - BAM-AS033.wav.new.02_01-03.A1	   01:17:08:07	   01:17:10:11	   00:00:02:04	Unmuted
1       	55      	07 - Mass Production - J Goldbridge - MNM087.wav.new.01_01-05.A1	   01:17:45:09	   01:17:47:03	   00:00:01:19	Unmuted
1       	56      	12 - Anxious Antagonist - J Van Diepen - BKM015.wav.new.02_01-03.A1	   01:17:52:02	   01:18:02:03	   00:00:10:01	Unmuted
1       	57      	01 - Ultimate Rival - P Nickalls - CRB112.wav.new.02_01-06.A1	   01:18:35:00	   01:18:43:18	   00:00:08:18	Unmuted
1       	58      	19 - Both Sides Scheme - S Azbel - BXMT029.wav.new.01_01-04.A1	   01:18:53:01	   01:19:13:02	   00:00:20:01	Unmuted
1       	59      	07 - Excited Nervousness - S Patterson - ALL125.wav.new.02_02-03.A1	   01:19:29:24	   01:19:32:01	   00:00:02:02	Unmuted
1       	60      	03 - Only This And Only Now (Instrumental) - S Burger, W Hunt - THH111.wav.new.01_01-05.A1	   01:19:34:15	   01:19:47:04	   00:00:12:14	Unmuted
1       	61      	104 - Center Of The Show (Inst) - M Pahler - TRC075.wav.new.01_01-03.A1	   01:20:24:24	   01:20:33:05	   00:00:08:06	Unmuted
1       	62      	104 - Center Of The Show (Inst) - M Pahler - TRC075.wav.new.03_01-04.A1	   01:20:33:05	   01:20:35:17	   00:00:02:12	Unmuted
1       	63      	104 - Center Of The Show (Inst) - M Pahler - TRC075.wav.new.03_01-05.A1	   01:20:42:13	   01:20:44:04	   00:00:01:16	Unmuted
1       	64      	KPM2151_15 DECISION POINT (A).WAV.new.01_01-03.A1	   01:20:48:02	   01:21:04:18	   00:00:16:16	Unmuted
1       	65      	Kylie Minogue - Padam Padam - Extended Mix.wav.new.02_01-03.A1	   01:21:30:19	   01:21:44:14	   00:00:13:20	Unmuted
1       	66      	Kylie Minogue - Padam Padam - Extended Mix.wav.new.04_01-03.A1	   01:21:44:14	   01:21:50:11	   00:00:05:22	Unmuted
1       	67      	22 - Quid Pro Quo - B Hayden, J Murray - MX456.wav.new.01_01-04.A1	   01:22:24:09	   01:22:46:10	   00:00:22:01	Unmuted
1       	68      	05 - Choose Carefully - G Thomas - ALSO047.wav.new.01_01-03.A1	   01:22:50:20	   01:23:10:23	   00:00:20:03	Unmuted
1       	69      	83 - Blame On You - C Swift - BKM015.wav.new.01_01-12.A1	   01:24:05:19	   01:24:19:12	   00:00:13:18	Unmuted
1       	70      	83 - Blame On You - C Swift - BKM015.wav.new.01_01-14.A1	   01:24:35:08	   01:24:48:13	   00:00:13:05	Unmuted
1       	71      	83 - Blame On You - C Swift - BKM015.wav.new.02_01-03.A1	   01:25:08:06	   01:25:12:08	   00:00:04:02	Unmuted
1       	72      	28 - City Light Stomp (No Vox) - B Moon - FFM029.wav.new.01_01-05.A1	   01:25:23:14	   01:25:25:06	   00:00:01:17	Unmuted
1       	73      	16 - Gusesha - K Diaz - THH123.wav.new.01_01-03.A1	   01:25:27:23	   01:25:33:21	   00:00:05:23	Unmuted
1       	74      	33 - Into The Gates Of Hell - A Hromcovs - NMM095.wav.new.01_01-03.A1	   01:25:46:05	   01:26:03:18	   00:00:17:13	Unmuted
1       	75      	CASEY BARNES - We're Good Together.wav.Copy.01.new.04_01-03.A1	   01:26:29:11	   01:26:32:15	   00:00:03:04	Unmuted
1       	76      	4EM021_trk005_REVERSE_END_HIT_r_reale.mp3.new.04.Copy.01.new.02.Copy.01.new.01.Copy.01.new.01_01-03.A1	   01:27:52:24	   01:27:54:16	   00:00:01:17	Unmuted
1       	77      	MKRS12_NEUTRAL TO POSITIVE_ON POINT_1111_RC_FULL.wav.wav.new.03-02.A1	   01:28:37:16	   01:29:02:13	   00:00:24:22	Unmuted
1       	78      	1563 - Barrel Roll - P Dinletir - AUMT013.wav.new.01.Copy.01.new.02_01-03.A1	   01:29:16:01	   01:29:22:13	   00:00:06:12	Unmuted
1       	79      	04 - Colour Spectrum - C White - NLM213.wav.new.02_01-04.A1	   01:29:37:09	   01:29:46:21	   00:00:09:12	Unmuted
1       	80      	81 - Split Second - T Gire - BXM639.wav.new.05_01-03.A1	   01:29:55:22	   01:30:04:03	   00:00:08:06	Unmuted
1       	81      	MKRS12_NEUTRAL COOK_CREATING_317_BR_FULL.wav.wav.new.01_01-05.A1	   01:30:18:06	   01:30:25:09	   00:00:07:03	Unmuted
1       	82      	MKRS12_NEUTRAL COOK_CREATING_317_BR_LITE.wav.wav.new.02_01-03.A1	   01:30:33:13	   01:30:46:03	   00:00:12:15	Unmuted
1       	83      	07 - Excited Nervousness - S Patterson - ALL125.wav.new.01_01-08.A1	   01:31:03:14	   01:31:24:07	   00:00:20:18	Unmuted
1       	84      	07 - Excited Nervousness - S Patterson - ALL125.wav.new.03_01-03.A1	   01:31:24:07	   01:31:28:13	   00:00:04:06	Unmuted
1       	85      	12 - Anxious Antagonist - J Van Diepen - BKM015.wav.new.01_01-05.A1	   01:31:30:17	   01:31:46:01	   00:00:15:09	Unmuted
1       	86      	12 - Anxious Antagonist - J Van Diepen - BKM015.wav.new.01_01-04.A1	   01:31:46:21	   01:31:56:03	   00:00:09:07	Unmuted
1       	87      	54 - Building Intensity D (Alt) - L Miller - CRB060.wav.new.01_01-09.A1	   01:31:58:08	   01:32:08:07	   00:00:09:24	Unmuted
1       	88      	54 - Building Intensity D (Alt) - L Miller - CRB060.wav.new.02_01-05.A1	   01:32:21:09	   01:32:23:09	   00:00:02:00	Unmuted
1       	89      	54 - Building Intensity D (Alt) - L Miller - CRB060.wav.new.02_01-06.A1	   01:32:23:14	   01:32:31:19	   00:00:08:05	Unmuted
1       	90      	53 - Distorted Truth (Underscore, No Piano Melody) - S Patterson - ALSO008.wav.new.01_01-03.A1	   01:32:38:05	   01:32:49:08	   00:00:11:03	Unmuted
1       	91      	56 - Distorted Truth (Drums, Perc, Bass Mix Only) - S Patterson - ALSO008.wav.new.01_01-03.A1	   01:32:52:16	   01:32:54:21	   00:00:02:04	Unmuted
1       	92      	15 - Hard Pulse (No Breaks) - J Colvin, F Tidnam - OUT034.wav.new.01_01-06.A1	   01:33:12:05	   01:33:13:16	   00:00:01:11	Unmuted
1       	93      	15 - Hard Pulse (No Breaks) - J Colvin, F Tidnam - OUT034.wav.new.01_01-07.A1	   01:33:13:16	   01:33:25:22	   00:00:12:06	Unmuted
1       	94      	15 - Hard Pulse (No Breaks) - J Colvin, F Tidnam - OUT034.wav.new.01_01-09.A1	   01:33:25:22	   01:33:35:01	   00:00:09:04	Unmuted
1       	95      	22 - Delicate Feelings (Pizzicato) - S Poge, C Lehn - ART039.wav.new.01_01-04.A1	   01:34:03:13	   01:34:18:00	   00:00:14:12	Unmuted
1       	96      	91 - Fury & Tempest - J Van Diepen - BKM012.wav.new.03_01-07.A1	   01:34:22:03	   01:34:26:16	   00:00:04:13	Unmuted
1       	97      	91 - Fury & Tempest - J Van Diepen - BKM012.wav.new.03_01-08.A1	   01:34:26:16	   01:34:33:08	   00:00:06:17	Unmuted
1       	98      	91 - Fury & Tempest - J Van Diepen - BKM012.wav.new.01_01-03.A1	   01:34:35:05	   01:34:39:11	   00:00:04:06	Unmuted
1       	99      	02 - Building Tension (Underscore) - P Ruske - DBX003.wav.new.04_01-04.A1	   01:34:44:03	   01:34:58:18	   00:00:14:14	Unmuted
